2025-11-18 17:16:17 | INFO | ================================================================================
2025-11-18 17:16:17 | INFO | 🚀 STARTING 100M PARAMETER TRAINING
2025-11-18 17:16:17 | INFO | ================================================================================
2025-11-18 17:16:17 | INFO | Device: cuda:0
2025-11-18 17:16:17 | INFO | Distributed: Rank 0/1
2025-11-18 17:16:17 | INFO | Loaded config from /project/code/configs/moe/minimal_working.yaml
2025-11-18 17:16:17 | INFO | ✓ Loaded tokenizer from code/models/tokenizer/enhanced-50680
2025-11-18 17:16:17 | INFO | 
📊 Training Config:
2025-11-18 17:16:17 | INFO |    Epochs: 3
2025-11-18 17:16:17 | INFO |    Batch size: 512
2025-11-18 17:16:17 | INFO |    Learning rate: 1.00e-04
2025-11-18 17:16:17 | INFO |    Gradient accumulation: 1
2025-11-18 17:16:17 | INFO | 
🤖 Creating MoE model...
2025-11-18 17:16:17 | INFO |    Parameters: 62,403,588 (62.4M)
2025-11-18 17:16:17 | INFO | 
⚡ Setting up optimizer and scheduler...
2025-11-18 17:16:17 | INFO |    Optimizer: Lion (lr=1.00e-04, betas=[0.9, 0.99])
2025-11-18 17:16:17 | INFO | 
📊 Creating dataloaders...
2025-11-18 17:16:17 | INFO | 
================================================================================
2025-11-18 17:16:17 | INFO | 🏋️  STARTING TRAINING
2025-11-18 17:16:17 | INFO | ================================================================================
2025-11-18 17:16:18 | INFO | Epoch 1 | Batch 0/390 | Loss: 10.9340 | Avg Loss: 10.9340 | LR: 1.02e-05
2025-11-18 17:16:18 | ERROR | Error in batch 1: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 2: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 3: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 4: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 5: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 6: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 7: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 8: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 9: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 10: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 11: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 12: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:18 | ERROR | Error in batch 13: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:19 | ERROR | Error in batch 14: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
2025-11-18 17:16:19 | ERROR | Error in batch 15: CUDA out of memory. Tried to allocate 6.09 GiB. GPU 0 has a total capacity of 23.55 GiB of which 2.76 GiB is free. Including non-PyTorch memory, this process has 20.76 GiB memory in use. Of the allocated memory 14.57 GiB is allocated by PyTorch, and 5.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)
